"imdb_id" "name" "gross" "date" "theater" "time" "num_of_shows" "ticket_price" "num_of_attendees" "day" "avg_attendence"
"475" "tt0110912" "PULP FICTON (Blockbuster Night) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/334?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 504 2016-03-17 1 "21:15" 1 8 63 "Thursday" 63
"476" "tt0112431" "BABE" 56 2015-01-16 1 "16:00" 1 8 7 "Friday" 7
"477" "tt0112431" "BABE" 120 2015-01-17 2 "12:20" 1 8 15 "Saturday" 15
"478" "tt0112431" "BABE" 176 2015-01-18 1 "12:40" 1 8 22 "Sunday" 22
"479" "tt0112431" "BABE" 152 2015-01-19 2 "12:30" 1 8 19 "Monday" 19
"480" "tt0112682" "THE CITY OF LOST CHILDREN (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2469279>Purchase Tickets Online</a>)" 848 2015-12-18 2 "22:20" 1 8 106 "Friday" 106
"481" "tt0112697" "CLUELESS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/723998>Purchase Tickets Online</a>)" 620 2014-07-24 1 "21:30" 1 8 78 "Thursday" 78
"482" "tt0112697" "CLUELESS (Blast from the Past) (<a target=”_blank” href=http://brownpapertickets.com/event/1856835>Purchase Tickets Online</a>)" 949 2015-08-27 1 "21:30" 1 8 119 "Thursday" 119
"483" "tt0113118" "FRIDAY (Staff Pick Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/1856891>Purchase Tickets Online</a>)" 465 2015-08-07 2 "22:30" 1 8 58 "Friday" 58
"484" "tt0113749" "MALLRATS (Staff Pick Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1075827>Purchase Tickets Online</a>)" 602 2015-01-02 1 "22:30" 1 8 75 "Friday" 75
"485" "tt0114436" "SHOWGIRLS (Crapsterpiece Theater)(<a target=”_blank” href=http://brownpapertickets.com/event/509019>Purchase Tickets Online</a>)" 148 2013-11-23 2 "22:30" 1 8 18 "Saturday" 18
"486" "tt0114814" "THE USUAL SUSPECTS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1225869>Purchase Tickets Online</a>)" 360 2015-03-26 1 "21:30" 1 8 45 "Thursday" 45
"487" "tt0115736" "Jizz Lee Presents: BOUND (CLEVER Screening!) (<a target=”_blank” href=http://www.brownpapertickets.com/event/427024>Purchase Tickets Online</a>)" 180 2013-07-25 2 "18:30" 1 8 22 "Thursday" 22
"488" "tt0116282" "FARGO (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1447165>Purchase Tickets Online</a>)" 228 2015-05-14 1 "21:30" 1 8 28 "Thursday" 28
"489" "tt0116367" "FROM DUSK TILL DAWN (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/785598>Purchase Tickets Online</a>)" 276 2014-10-23 2 "21:30" 1 8 34 "Thursday" 34
"490" "tt0117008" "MATILDA (Party at the Parkway) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/246?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 428 2016-02-28 2 "12:15" 1 8 54 "Sunday" 54
"491" "tt0117509" "ROMEO + JULIET (Party @ the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/875251>Purchase Tickets Online</a>)" 478 2014-11-02 2 "21:00" 1 8 60 "Sunday" 60
"492" "tt0117705" "SPACE JAM (Animation K.O.!) (<a target=”_blank” href=http://brownpapertickets.com/event/744855>Purchase Tickets Online</a>)" 552 2014-07-03 2 "21:30" 1 8 69 "Thursday" 69
"493" "tt0117951" "TRAINSPOTTING (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1045367>Purchase Tickets Online</a>)" 268 2015-01-08 2 "21:30" 1 8 34 "Thursday" 34
"494" "tt0118715" "BIG LEBOWSKI (<a target=”_blank” href=http://www.brownpapertickets.com/event/422234>Purchase Tickets Online</a>)" 462 2013-07-19 2 "22:30" 1 8 58 "Friday" 58
"495" "tt0118715" "THE BIG LEBOWSKI (Party at the Parkway)" 400 2013-10-06 1 "20:30" 1 8 50 "Sunday" 50
"496" "tt0118715" "THE BIG LEBOWSKI (Party at the Parkway)(<a target=”_blank” href=http://brownpapertickets.com/event/501825>Purchase Tickets Online</a>)" 280 2013-11-24 2 "21:20" 1 8 35 "Sunday" 35
"497" "tt0118715" "THE BIG LEBOWSKI (New Parkway Cult Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/684148>Purchase Tickets Online</a>)" 428 2014-05-16 2 "22:30" 1 8 54 "Friday" 54
"498" "tt0118715" "THE BIG LEBOWSKI (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/900722>Purchase Tickets Online</a>)" 544 2014-10-17 2 "22:30" 1 8 68 "Friday" 68
"499" "tt0118715" "THE BIG LEBOWSKI (4/20 Dude!)" 465 2015-04-20 1 "21:30" 1 8 58 "Monday" 58
"500" "tt0118715" "THE BIG LEBOWSKI (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1556233>Purchase Tickets Online</a>)" 388 2015-04-30 1 "21:30" 1 8 48 "Thursday" 48
"501" "tt0118715" "THE BIG LEBOWSKI (New Parkway Cult Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/2412298>Purchase Tickets Online</a>)" 948 2015-11-20 1 "22:30" 1 8 118 "Friday" 118
"502" "tt0118749" "BOOGIE NIGHTS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/503814>Purchase Tickets Online</a>)" 264 2013-11-21 1 "21:15" 1 8 33 "Thursday" 33
"503" "tt0119116" "THE FIFTH ELEMENT, SOLD OUT, no calls or e-mails, please! (New Parkway Cult Night)" 1848 2015-08-21 2 "21:30" 2 8 231 "Friday" 116
"504" "tt0119217" "GOOD WILL HUNTING (Baby Brigade) (Robin Williams Tribute) (<a target=”_blank” href=http://brownpapertickets.com/event/845452>Purchase Tickets Online</a>)" 330 2014-09-01 2 "17:30" 1 8 41 "Monday" 41
"505" "tt0119217" "GOOD WILL HUNTING (Robin Williams Tribute)" 174 2014-09-03 2 "21:10" 1 8 22 "Wednesday" 22
"506" "tt0119572" "LOVE JONES (Party at the Parkway) (<a target=”_blank” href=http://www.brownpapertickets.com/event/441786>Purchase Tickets Online</a>)" 262 2013-08-25 1 "20:30" 1 8 33 "Sunday" 33
"507" "tt0119654" "MEN IN BLACK (Blockbuster Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1556169>Purchase Tickets Online</a>)" 147 2015-05-21 1 "21:15" 1 8 18 "Thursday" 18
"508" "tt0119698" "PRINCESS MONONOKE (Animation K.O.!) (<a target=”_blank” href=http://brownpapertickets.com/event/706814>Purchase Tickets Online</a>)" 480 2014-06-05 2 "21:30" 1 8 60 "Thursday" 60
"509" "tt0119698" "PRINCESS MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/378?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 2165 2016-02-26 2 "21:55" 2 8 271 "Friday" 136
"510" "tt0119698" "PRINCESS MONONOKE (dubbed)(<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/379?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 1715 2016-02-27 2 "13:00" 2 8 214 "Saturday" 107
"511" "tt0119698" "PRINCESS MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/381?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 567 2016-02-28 2 "21:15" 1 8 71 "Sunday" 71
"512" "tt0119698" "PRINCESS MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/382?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 676 2016-02-29 1 "20:35" 1 8 84 "Monday" 84
"513" "tt0119698" "PRINCESS MONONOKE (subtitled)(<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/383?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 1168 2016-03-02 1 "20:30" 1 8 146 "Wednesday" 146
"514" "tt0119698" "PRINCESS MONONOKE (Animation K.O.) (<a target=”_blank” href=http://thenewparkway.com/?page_id=752>Totally Sold Out, but MORE SHOWS ADDED</a>)" 2312 2016-03-03 2 "21:30" 1 8 289 "Thursday" 289
"515" "tt0119698" "PRINCESS MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/410?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 540 2016-03-04 2 "21:50" 1 8 68 "Friday" 68
"516" "tt0119698" "PRINCESS MONONOKE (dubbed) (<a target=”_blank” href=*https://ticketing.us.veezi.com/purchase/412?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 436 2016-03-05 1 "12:10" 1 8 54 "Saturday" 54
"517" "tt0119698" "PRINCES MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/423?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 340 2016-03-06 1 "21:25" 1 8 42 "Sunday" 42
"518" "tt0119698" "PRINCESS MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/426?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 490 2016-03-07 1 "20:45" 1 8 61 "Monday" 61
"519" "tt0119698" "PRINCESS MONONOKE (subtitled) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/428?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 572 2016-03-08 2 "20:40" 1 8 72 "Tuesday" 72
"520" "tt0119879" "PERDITA DURANGO (Parkway Classics) (<a target=”_blank” href=http://www.brownpapertickets.com/event/418546>Purchase Tickets Online</a>)" 198 2013-07-18 1 "21:15" 1 8 25 "Thursday" 25
"521" "tt0120094" "SELENA--TOTALLY SOLD OUT!! (Staff Pick Night) (FNL)" 1035 2015-03-06 1 "22:30" 1 8 129 "Friday" 129
"522" "tt0120185" "SPICE WORLD (<a target=”_blank” href=http://www.brownpapertickets.com/event/432985>Purchase Tickets Online</a>), presented by the Spinning Platters with pre-show trivia with Dakin Harwick" 678 2013-08-24 1 "22:30" 1 8 85 "Saturday" 85
"523" "tt0120185" "SPICE WORLD - TOTALLY SOLD OUT! ADDITIONAL SHOWINGS ADDED ON 1/22, 1/23 AND 1/24." 4288 2016-01-22 2 "22:00" 4 8 536 "Friday" 134
"524" "tt0120185" "SPICE WORLD (<a target=”_blank” href=http://www.brownpapertickets.com/event/2486621>Purchase Tickets Online</a>)" 2558 2016-01-23 2 "22:00" 4 8 320 "Saturday" 80
"525" "tt0120185" "SPICE WORLD (<a target=”_blank” href=http://www.brownpapertickets.com/event/2489372>Purchase Tickets Online</a>)" 1085 2016-01-24 2 "21:15" 2 8 136 "Sunday" 68
"526" "tt0120601" "BEING JOHN MALKOVICH (New Parkway Cult Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/1556224>Purchase Tickets Online</a>)" 129 2015-05-15 2 "22:30" 1 8 16 "Friday" 16
"527" "tt0120611" "BLADE (Halloween) (<a target=”_blank” href=http://brownpapertickets.com/event/2420695>Purchase Tickets Online</a>)" 261 2015-10-31 2 "19:20" 1 8 33 "Saturday" 33
"528" "tt0120693" "HALF BAKED (Uptown Urban) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/620274>Purchase Tickets Online</a>)" 162 2014-04-04 1 "22:30" 1 8 20 "Friday" 20
"529" "tt0120794" "PRINCE OF EGYPT (New Parkway Family Classics)" 96 2013-08-17 1 "12:30" 1 8 12 "Saturday" 12
"530" "tt0120794" "THE PRINCE OF EGYPT, co-presented by San Francisco Jewish Film Festival (SFJFF Kids) (<a target=”_blank” href=http://brownpapertickets.com/event/554974>Purchase Tickets Online</a>)" 48 2014-01-26 2 "12:30" 1 8 6 "Sunday" 6
"531" "tt0126029" "SHREK (New Parkway Family Classics)" 56 2014-03-14 1 "16:00" 1 8 7 "Friday" 7
"532" "tt0126029" "SHREK (New Parkway Family Classics)" 48 2014-03-15 2 "12:20" 1 8 6 "Saturday" 6
"533" "tt0126029" "SHREK (New Parkway Family Classics)" 16 2014-03-16 2 "12:30" 1 8 2 "Sunday" 2
"534" "tt0126029" "SHREK (New Parkway Family Classics)" 150 2014-03-19 1 "18:30" 1 8 19 "Wednesday" 19
"535" "tt0129167" "THE IRON GIANT (Animation KO) (<a target=”_blank” href=http://brownpapertickets.com/event/916917>Purchase Tickets Online</a>)" 98 2014-11-06 2 "21:30" 1 8 12 "Thursday" 12
"536" "tt0133093" "THE MATRIX (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/697929>Purchase Tickets Online</a>)" 356 2014-07-10 1 "21:30" 1 8 44 "Thursday" 44
"537" "tt0137523" "FIGHT CLUB (Parkway Classics)" 450 2013-08-01 1 "21:15" 1 8 56 "Thursday" 56
"538" "tt0137523" "FIGHT CLUB (New Parkway Cult Night) (<a target=”_blank” href=http://brownpapertickets.com/event/830913>Purchase Tickets Online</a>)" 324 2014-09-19 2 "22:30" 1 8 40 "Friday" 40
"539" "tt0143348" "LONE WOLF AND CUB: BABY CART IN PERIL, co-presented by Soja Martial Arts (Martial Arts Matinee) (<a target=”_blank” href=http://brownpapertickets.com/event/560717>Purchase Tickets Online</a>)" 278 2014-02-08 2 "15:00" 1 8 35 "Saturday" 35
"540" "tt0166924" "MULHOLLAND DRIVE (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/588932>Purchase Tickets Online</a>)" 318 2014-03-13 2 "21:15" 1 8 40 "Thursday" 40
"541" "tt0177789" "GALAXY QUEST (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1691824>Purchase Tickets Online</a>)" 367 2015-08-13 2 "21:30" 1 8 46 "Thursday" 46
"542" "tt0179116" "BUT I'M A CHEERLEADER (SQM) (<a target=”_blank” href=http://brownpapertickets.com/event/516040>Purchase Tickets Online</a>)" 132 2013-11-17 2 "15:00" 1 8 16 "Sunday" 16
"543" "tt0181875" "ALMOST FAMOUS (Philip Seymour Hoffman Tribute) (<a target=”_blank” href=http://brownpapertickets.com/event/577228>Purchase Tickets Online</a>)" 206 2014-02-16 2 "22:15" 1 8 26 "Sunday" 26
"544" "tt0190332" "CROUCHING TIGER, HIDDEN DRAGON (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1773343>Purchase Tickets Online</a>)" 268 2015-07-09 2 "21:30" 1 8 34 "Thursday" 34
"545" "tt0190641" "POKEMON: THE FIRST MOVIE - MEWTWO STRIKES BACK (Animation K.O.!) (<a target=”_blank” href=http://brownpapertickets.com/event/1387950>Purchase Tickets Online</a>)" 200 2015-04-02 1 "21:30" 1 8 25 "Thursday" 25
"546" "tt0200642" "FOR Y'UR HEIGHT ONLY (<a target=”_blank” href=http://brownpapertickets.com/event/451885>Purchase Tickets Online</a>) (Thrillville Theater)" 112 2013-09-29 2 "18:00" 1 8 14 "Sunday" 14
"547" "tt0206634" "CHILDREN OF MEN (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/2475338>Purchase Tickets Online</a>)" 472 2016-01-14 1 "21:30" 1 8 59 "Thursday" 59
"548" "tt0209144" "MEMENTO (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/1644867>Purchase Tickets Online</a>)" 96 2015-06-11 2 "21:30" 1 8 12 "Thursday" 12
"549" "tt0211915" "AMELIE (Parkway Classics) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/331?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 456 2016-03-10 2 "21:30" 1 8 57 "Thursday" 57
"550" "tt0218839" "BEST IN SHOW (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/662698>Purchase Tickets Online</a>)" 96 2014-05-15 1 "21:30" 1 8 12 "Thursday" 12
"551" "tt0241303" "CHOCOLAT (<a target=”_blank” href=http://brownpapertickets.com/event/686893>Purchase Tickets Online</a>)" 230 2014-05-27 2 "21:30" 2 8 29 "Tuesday" 14
"552" "tt0241527" "HARRY POTTER AND THE SORCERER'S STONE (New Parkway Family Classics)" 94 2013-09-06 1 "16:00" 1 8 12 "Friday" 12
"553" "tt0241527" "HARRY POTTER AND THE SORCERER'S STONE (New Parkway Family Classics)" 195 2013-09-07 2 "12:30" 1 8 24 "Saturday" 24
"554" "tt0243655" "WET HOT AMERICAN SUMMER (<a target=”_blank” href=http://brownpapertickets.com/event/447970>Purchase Tickets Online</a>) (Party at the Parkway)" 392 2013-09-08 1 "20:45" 1 8 49 "Sunday" 49
"555" "tt0245429" "SPIRITED AWAY (Animation KO!) (<a target=”_blank” href=http://brownpapertickets.com/event/970082>Purchase Tickets Online</a>)" 496 2014-12-04 2 "21:30" 1 8 62 "Thursday" 62
"556" "tt0245429" "SPIRITED AWAY - In English" 384 2014-12-06 1 "14:25" 1 8 48 "Saturday" 48
"557" "tt0245429" "SPIRITED AWAY - In English (Baby Brigade)" 131 2014-12-08 2 "18:30" 1 8 16 "Monday" 16
"558" "tt0245429" "SPIRITED AWAY - In English" 236 2014-12-10 1 "18:15" 1 8 30 "Wednesday" 30
"559" "tt0245429" "SPIRITED AWAY (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/1376029>Purchase Tickets Online</a>)" 353 2015-03-15 1 "13:00" 1 8 44 "Sunday" 44
"560" "tt0246578" "DONNIE DARKO (Staff Pick Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/1149400>Purchase Tickets Online</a>)" 444 2015-02-06 1 "22:30" 1 8 56 "Friday" 56
"561" "tt0248845" "HEDWIG AND THE ANGRY INCH (Staff Pick Night) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/923004>Purchase Tickets Online</a>)" 525 2014-12-05 2 "22:30" 1 8 66 "Friday" 66
"562" "tt0255549" "REBELS WITH A CAUSE with Filmmakers in attendance! (Doc Night at The New Parkway) <a target=\"_blank\" href=\"http://www.brownpapertickets.com/event/409120\">Purchase Tickets Online</a>" 460 2013-07-16 2 "19:00" 1 8 58 "Tuesday" 58
"563" "tt0265666" "THE ROYAL TENENBAUMS (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/749975>Purchase Tickets Online</a>)" 508 2014-09-11 2 "21:30" 1 8 64 "Thursday" 64
"564" "tt0272338" "PUNCH DRUNK LOVE (Philip Seymour Hoffman Tribute) (<a target=”_blank” href=http://brownpapertickets.com/event/577226>Purchase Tickets Online</a>)" 150 2014-02-16 2 "20:05" 1 8 19 "Sunday" 19
"565" "tt0275277" "COWBOY BEBOP: THE MOVIE (Animation K.O.) (<a target=”_blank” href=http://brownpapertickets.com/event/1644710>Purchase Tickets Online</a>)" 1264 2015-06-04 2 "21:30" 1 8 158 "Thursday" 158
"566" "tt0281190" "SHOTTAS (Uptown Urban) (<a target=”_blank” href=http://brownpapertickets.com/event/564570>Purchase Tickets Online</a>)" 80 2014-02-07 2 "22:30" 1 8 10 "Friday" 10
"567" "tt0289408" "THE POWERPUFF GIRLS (New Parkway Family Classics)" 96 2013-09-27 2 "16:00" 1 8 12 "Friday" 12
"568" "tt0289408" "THE POWERPUFF GIRLS (New Parkway Family Classics)" 129 2013-09-28 2 "12:30" 1 8 16 "Saturday" 16
"569" "tt0299658" "CHICAGO (Party at the Parkway) (<a target=”_blank” href=http://brownpapertickets.com/event/1414402>Purchase Tickets Online</a>)" 400 2015-05-10 1 "21:00" 1 8 50 "Sunday" 50
"570" "tt0303353" "THE KID STAYS IN THE PICTURE (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/2489998>Purchase Tickets Online</a>)" 56 2016-02-09 1 "18:45" 1 8 7 "Tuesday" 7
"571" "tt0303816" "CABIN FEVER (Misery Ann Mayhem's Cinemacabre) (FNL) (<a target=”_blank” href=http://brownpapertickets.com/event/588271>Purchase Tickets Online</a>)" 110 2014-03-07 1 "22:30" 1 8 14 "Friday" 14
"572" "tt0307987" "BAD SANTA (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/2465199>Purchase Tickets Online</a>)" 80 2015-12-10 2 "21:45" 1 8 10 "Thursday" 10
"573" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT (New Parkway Family Classics)" 252 2013-10-18 1 "16:00" 1 8 32 "Friday" 32
"574" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT (New Parkway Family Classics)" 328 2013-10-19 2 "12:30" 1 8 41 "Saturday" 41
"575" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT" 80 2015-07-31 2 "16:00" 1 8 10 "Friday" 10
"576" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT" 208 2015-08-01 1 "12:15" 1 8 26 "Saturday" 26
"577" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT" 72 2015-08-02 2 "12:20" 1 8 9 "Sunday" 9
"578" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT" 32 2015-08-03 1 "16:45" 1 8 4 "Monday" 4
"579" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT" 144 2015-08-04 2 "16:30" 1 8 18 "Tuesday" 18
"580" "tt0312004" "WALLACE AND GROMIT: THE CURSE OF THE WERE-RABBIT" 40 2015-08-06 2 "15:40" 1 8 5 "Thursday" 5
"581" "tt0319343" "ELF (New Parkway Family Classics)" 213 2013-12-13 2 "16:00" 1 8 27 "Friday" 27
"582" "tt0319343" "ELF (New Parkway Family Classics)" 920 2013-12-14 1 "12:30" 1 8 115 "Saturday" 115
"583" "tt0319343" "ELF" 458 2014-12-19 2 "16:00" 2 8 57 "Friday" 28
"584" "tt0319343" "ELF" 296 2014-12-20 2 "12:30" 1 8 37 "Saturday" 37
"585" "tt0319343" "ELF" 300 2014-12-21 2 "12:30" 1 8 38 "Sunday" 38
"586" "tt0319343" "ELF" 456 2014-12-23 1 "18:00" 1 8 57 "Tuesday" 57
"587" "tt0319343" "ELF--MUST END TODAY!!" 232 2014-12-25 1 "12:15" 1 8 29 "Thursday" 29
"588" "tt0319343" "ELF" 328 2015-12-18 2 "19:55" 2 8 41 "Friday" 20
"589" "tt0319343" "ELF" 296 2015-12-19 2 "21:45" 2 8 37 "Saturday" 18
"590" "tt0319343" "ELF" 136 2015-12-20 1 "21:20" 1 8 17 "Sunday" 17
"591" "tt0319343" "ELF" 112 2015-12-21 2 "16:00" 1 8 14 "Monday" 14
"592" "tt0327597" "CORALINE (Animation KO) (<a target=”_blank” href=http://brownpapertickets.com/event/2269925>Purchase Tickets Online</a>)" 208 2015-10-01 1 "21:30" 1 8 26 "Thursday" 26
"593" "tt0332280" "THE NOTEBOOK (Valentine's Day Movie) (<a target=”_blank” href=http://brownpapertickets.com/event/2488074>Purchase Tickets Online</a>)" 591 2016-02-14 1 "21:45" 1 8 74 "Sunday" 74
"594" "tt0332379" "SCHOOL OF ROCK (Comedy Film Series) (<a target=”_blank” href=http://brownpapertickets.com/event/526604>Purchase Tickets Online</a>0" 102 2013-12-16 1 "19:00" 1 8 13 "Monday" 13
"595" "tt0338348" "THE POLAR EXPRESS (New Parkway Family Classics)" 236 2013-12-20 2 "16:00" 1 8 30 "Friday" 30
"596" "tt0338348" "THE POLAR EXPRESS (New Parkway Family Classics)" 216 2013-12-21 1 "12:30" 1 8 27 "Saturday" 27
"597" "tt0345950" "THE SPONGEBOB SQUAREPANTS MOVIE (New Parkway Family Classics)" 140 2013-11-15 2 "16:00" 1 8 18 "Friday" 18
"598" "tt0345950" "THE SPONGEBOB SQUAREPANTS MOVIE (New Parkway Family Classics)" 144 2013-11-16 2 "12:30" 1 8 18 "Saturday" 18
"599" "tt0347149" "HOWL'S MOVING CASTLE (Animation K.O.) (<a target=”_blank” href=http://brownpapertickets.com/event/2490065>Purchase Tickets Online</a>)" 2384 2016-02-04 1 "21:30" 1 8 298 "Thursday" 298
"600" "tt0347149" "HOWL'S MOVING CASTLE (In Japanese with English Subtitles) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/238?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)" 3042 2016-02-05 2 "21:30" 3 8 380 "Friday" 127
